"","cocktails_name","ingredient_1","ingredient_2","ingredient_3","ingredient_4","ingredient_5","ingredient_6","ingredient_7","ingredient_8","ingredient_9","ingredient_10","ingredient_11","ingredient_12","abv","volume","classified_by_abv","long_and_short_drink"
"784","Soul Kiss","Whiskey:37.5","Dry Vermouth:25.0","Orange Juice:20.0","Dubonnet:20.0","","","","","","","","",27,102,"喝到微醺最快樂！","快快喝，快快醉"
"785","Soul Manhattan","Rye Whiskey:50.0","Absinthe:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",56.6,71,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"786","Soul Trip Tipple","Vodka:50.0","Guava Nectar:12.5","Lemon Juice:12.5","Bitters:2.0(dash)","3 Fresh Raspberries","","","","","","","",26.8,77,"喝到微醺最快樂！","快快喝，快快醉"
"787","Sour Witch","Absinthe:37.5","Almond Syrup:20.0","Lime Juice:12.5","4 Pitted Sour Cherries","Champagne","Grated Nutmeg","","","","","","",39.1,70,"喝到微醺最快樂！","快快喝，快快醉"
"788","Southern Bride","Gin:70.0","Grapefruit Juice:25.0","Grenadine Syrup:1.0(dash)","","","","","","","","","",28.9,96,"喝到微醺最快樂！","快快喝，快快醉"
"789","Southern Sunrise","Southern Comfort:45.0","Orange Juice:90.0","Grenadine Syrup:15.0","Orange Slice","","","","","","","","",10.4,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"790","Southside","Gin:50.0","Lime Juice:25.0","Soda Water:35.0","Grapefruit Bitters:2.0(dash)","2 Bar Spoons Superfine Sugar","6 Mint Leaves","","","","","","",17.7,112,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"791","Sparkling Wine Sangria","Sparkling Wine:1.0(bottle)","Triple Sec:50.0","Raspberries:2.0(cup)","Sugar:0.25(cup)","","","","","","","","",13.7,882,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"792","Spiced Pear Caiprini","Leblon Cachaca:50.0","Pear Nectar:50.0","Lemon Juice:12.5","slice of Ginger","pinch of Nutmeg","pinch of Cinnamon","","","","","","",18.9,112,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"793","Spicy Sangria","Red Wine:1.0(bottle)","Rum:50.0","Citrus Cola:2.0(cup)","1 Lime","1 Lemon","1 Orange","1 Mango cut into wedges","Cholula Hot Sauce:2.0(teaspoon)","1 Chilli Pepper","","","",15,883,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"794","Spring Fever","Lemon Juice:20.0","Mango Syrup:20.0","Apple Juice:37.5","Blood Orange Juice:50.0","","","","","","","","",0,128,"偷偷告訴你，我不含酒精呦～","慢慢喝，還是會醉"
"795","Springbok","Green Crème de Menthe:30.0","Amarula Cream:5.0","Cream:1.0(dash)","","","","","","","","","",22.6,36,"喝到微醺最快樂！","快快喝，快快醉"
"796","St. Paddys Sangria","White Wine:1.0(bottle)","Irish Whisky:50.0","Ginger Ale:2.0(cup)","Sugar:0.5(cup)","2 Green Apples cut into wedges","1 Orange and 1 Lemon cut into wedges","","","","","","",11.2,891,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"797","Staten Island Ferry","Coconut Rum:50.0","Pineapple Juice:50.0","","","","","","","","","","",10.4,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"798","Stinger","Brandy:45.0","White Crème de Menthe:20.0","","","","","","","","","","",48.5,65,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"799","Stone Fence Cocktail","Bourbon Whiskey:50.0","Angostura Bitters:2.0(dash)","Apple Cider to top","","","","","","","","","",39.4,52,"喝到微醺最快樂！","快快喝，快快醉"
"800","Stone Sour","Apricot Brandy:15.0","Orange Juice:15.0","Sweet and Sour Mix:15.0","","","","","","","","","",11.4,45,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"801","Stoplight","Vodka:75.0","Melon Liqueur:1.0(dash)","Cranberry Juice:1.0(dash)","Orange Juice:1.0(dash)","","","","","","","","",38.3,78,"喝到微醺最快樂！","快快喝，快快醉"
"802","Strawberry  Sangria","Rose Wine:1.0(bottle)","White Sugar:0.5(cup)","Strawberry Lemonade:1.5(cup)","Sliced Strawberries:1.0(cup)","Ginger Ale:2.0(cup)","","","","","","","",7.7,933,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"803","Strawberry Daiquiri","Bacardi Rum:37.5","Strawberry Liqueur:12.5","Lime Juice:25.0","Sugar Syrup:12.5","1 Strawberry","","","","","","","",19.8,88,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"804","Strawberry Margarita","Tequila:50.0","Lime Juice:12.5","Sugar Syrup:5.0","8 Strawberries","","","","","","","","",29.2,68,"喝到微醺最快樂！","快快喝，快快醉"
"805","Strawmerry","Vodka:1.0(shot)","Triple Sec:1.0(shot)","Orange Juice:1.0(shot)","Lemon Juice:0.5(shot)","Sugar Syrup:0.25(shot)","8 Strawberries","","","","","","",21.2,166,"喝到微醺最快樂！","慢慢喝，還是會醉"
"806","Sundowner","Coconut Rum:37.5","Pineapple Juice:125.0","Angostura Bitters:2.0(dash)","","","","","","","","","",5.3,164,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"807","Super Fruity Sangria","White Wine:1.0(bottle)","Apricot Brandy:50.0","Ginger Ale:2.0(cup)","Lemonade:0.5(cup)","Sugar:0.5(cup)","Lemon","Orange","Lime","Sliced Strawberries:0(cup)","","","",10.7,910,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"808","Sweet City","Gin:25.0","Vermouth:25.0","Apricot Brandy:25.0","Orange Zest","","","","","","","","",30.6,75,"喝到微醺最快樂！","快快喝，快快醉"
"809","Sweet Sunrise","Orange Juice:100.0","Grenadine Syrup:1.0(dash)","Orange Slice","","","","","","","","","",0,101,"偷偷告訴你，我不含酒精呦～","快快喝，快快醉"
"810","Tamagozake","Sake:0.75(cup)","Honey:1.0(drizzle)","1 raw Egg Yolk","","","","","","","","","",15,28,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"811","Tangerine Margarita","Tequila:50.0","Orange Liqueur:25.0","Lime Juice:12.5","Tangerine Juice:12.5","Salt","","","","","","","",29.7,100,"喝到微醺最快樂！","快快喝，快快醉"
"812","Tartini","Raspberry Vodka:50.0","Black Raspberry Liqueur:12.5","Cranberry Juice:37.5","12 Raspberries","","","","","","","","",19.4,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"813","Tennessee Cowboy","Tennesse Whiskey:25.0","Energy Drink:70.0","Lemonade:1.0(dash)","","","","","","","","","",10.3,96,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"814","Tequila Sazerac","Tequila:45.0","Rye Whiskey:15.0","Absinthe:15.0","2 drops Angostura Bitters","3 drops Orange Bitters","Grapefruit Peel","","","","","","",48.4,75,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"815","Tequila Slammer","Tequila:50.0","Lemon- Lime Soda:50.0","","","","","","","","","","",19.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"816","Tequila Sunrise","Tequila:50.0","Orange Juice:80.0","Grenadine Syrup:1.0(dash)","Lime wedge","Orange slice","","","","","","","",15.2,131,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"817","Tequila Sunrise Margarita","Tequila:37.5","Triple Sec:37.5","Grenadine Syrup:12.5","Orange Juice:25.0","Sour Mix:12.5","Lime Wheel","Salt","","","","","",23.8,125,"喝到微醺最快樂！","慢慢喝，還是會醉"
"818","Tequila Sunset","Tequila:45.0","Orange Juice:90.0","Blackberry Brandy:15.0","Orange Slice","","","","","","","","",15.4,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"819","Texas Prairie Fire","Tequila:20.0","Lime Juice","Tabasco Sauce:1.0(splash)","Lime Juice:1.0(splash)","","","","","","","","",24.4,32,"喝到微醺最快樂！","快快喝，快快醉"
"820","The Adjustable Rate","Tequila:20.0","Blackberry Rum:20.0","Pineapple Coconut Liqueur:10.0","Pineapple Juice:45.0","Orange Juice:1.0(splash)","Pineapple","","","","","","",16.2,101,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"821","The Blenheim","Brandy:30.0","Yellow Chartreuse:20.0","Lillet:10.0","Dubonnet:10.0","Orange Juice:10.0","","","","","","","",36,80,"喝到微醺最快樂！","快快喝，快快醉"
"822","The Communist","Gin:25.0","Cherry Brandy:12.5","Orange Juice:25.0","Lemon Juice:20.0","","","","","","","","",18,82,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"823","The Coutesan","Absinthe:10.0","Southern Comfort:10.0","Lime Juice:10.0","","","","","","","","","",35.2,30,"喝到微醺最快樂！","快快喝，快快醉"
"824","The Flirt","Tequila:50.0","Apricot Brandy:20.0","Cranberry Juice:25.0","Lime Juice:20.0","","","","","","","","",23.3,115,"喝到微醺最快樂！","快快喝，快快醉"
"825","The French Pearl","Plymouth Gin:50.0","Absinthe:5.0","Lime juice:20.0","Rock Candy Syrup:20.0","Mint Sprig","","","","","","","",25.3,95,"喝到微醺最快樂！","快快喝，快快醉"
"826","The Hyp Fairy","Absinthe:20.0","Hpnotiq:12.5","Sour Mix:1.0(splash)","","","","","","","","","",42.9,38,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"827","The Modernista","Scotch Whiskey:50.0","Dark Jamican Rum:12.5","Absinthe:1.0(teaspoon)","Swedish Punsch:12.5","Fresh Lemon juice:12.5","Orange Bitters.:2.0(dash)","","","","","","",33.4,94,"喝到微醺最快樂！","快快喝，快快醉"
"828","The Monkey Gland","Gin:37.5","Orange Juice:37.5","Absinthe:1.0(dash)","Grenadine Syrup:1.0(dash)","","","","","","","","",20.1,77,"喝到微醺最快樂！","快快喝，快快醉"
"829","The Nirvana","Vanilla Syrup:10.0","Coconut Syrup:15.0","Strawberry Puree:50.0","Single Cream:50.0","Raspberry","","","","","","","",0,125,"偷偷告訴你，我不含酒精呦～","慢慢喝，還是會醉"
"830","The Phlump","Jameson Irish Whisky:50.0","Ginger Ale:1.0(splash)","","","","","","","","","","",35.8,56,"喝到微醺最快樂！","快快喝，快快醉"
"831","The Raven","Vodka:25.0","Rum:25.0","Blue Curacao:25.0","Chambord:12.5","","","","","","","","",36.2,88,"喝到微醺最快樂！","快快喝，快快醉"
"832","The Rickey","Gin:50.0","1/2 Lime"," Sparkling Mineral Water:1.0(dash)","","","","","","","","","",38.5,51,"喝到微醺最快樂！","快快喝，快快醉"
"833","The Snow Honey","Brandy:25.0","Hot Milk:100.0","Clover Honey:1.0(teaspoon)","grated Nutmeg","","","","","","","","",11.5,130,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"834","Three Wise Men","Bourbon Whiskey:10.0","Scotch Whiskey:10.0","Tennesse Whiskey:10.0","","","","","","","","","",38.7,30,"喝到微醺最快樂！","快快喝，快快醉"
"835","Ti Punch","Rhum Agricole:40.0","Cane Syrup:10.0","1/2 Lime quartered","","","","","","","","","",54.9,50,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"836","Tiger Tail","Coffee Liqueur:10.0","Orange Liqueur:10.0","Peppermint Schnapps:10.0","","","","","","","","","",41.9,30,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"837","Tijuana Manhattan","Tequila:50.0","Sweet Red Vermouth:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",33.4,71,"喝到微醺最快樂！","快快喝，快快醉"
"838","Tiki Bar Margarita","Tequila:50.0","Lime Juice:25.0","Almond Sugar Syrup:12.5","Pineapple Wedge","","","","","","","","",22.6,88,"喝到微醺最快樂！","快快喝，快快醉"
"839","Toasted Almond","Amaretto:37.5","Coffee Liqueur:37.5","Cream:25.0","","","","","","","","","",25.2,100,"喝到微醺最快樂！","快快喝，快快醉"
"840","Toblerone Martini","Baileys Irish Cream:25.0","Kahlua:12.5","Frangelica:12.5","Honey:1.0(dash)","Cream:25.0","Milk:25.0","Chocolate Powder","","","","","",9.1,101,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"841","Tokyo Iced Tea","Gin:15.0","Vodka:15.0","Tequila:15.0","White Rum:15.0","Melon Liqueur:15.0","Lemon Juice:25.0","Gomme syrup:30.0","Lemon-Lime Soda:1.0(splash)","","","","",19.8,136,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"842","Tom & Jerry","Brandy:1.0(dash)","Rum:12.5","1 whole Egg White","1 whole Egg Yolk","Sugar:1.0(teaspoon)","","","","","","","",28.7,18,"喝到微醺最快樂！","快快喝，快快醉"
"843","Tom Collins","Gin:37.5","Lemon Juice:25.0","Sugar Syrup:12.5","Soda Water:1.0(splash)","","","","","","","","",18.3,81,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"844","Tomate","Pastis:25.0","Grenadine Syrup:10.0","","","","","","","","","","",31.2,35,"喝到微醺最快樂！","快快喝，快快醉"
"845","Tornado","Whiskey:25.0","Vodka:25.0","Rum:25.0","Tequila:25.0","Cola","Sugar:1.0(teaspoon)","","","","","","",37.8,105,"喝到微醺最快樂！","快快喝，快快醉"
"846","Toro Rojo","White Rum:25.0","Red Bull:1.0(can)","Turbinado Sugar:3.0(teaspoon)","8 Mint Leaves","1 Lime","","","","","","","",3.8,267,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"847","Toronha","Tequila:50.0","Grapefruit Juice:50.0","Grenadine Syrup:1.0(tablespoon)","Triple Sec:12.5","","","","","","","","",19.5,127,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"848","Torpes","Vodka:25.0","Black Raspberry Liqueur:12.5","Cranberry Juice:50.0","Lime Juice:20.0","","","","","","","","",11.1,108,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"849","Trojan Horse","Stout Beer:250.0","Cola:250.0","","","","","","","","","","",3.5,500,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"850","Tropical Colada","Coconut Milk:0.25(cup)","Lime Juice:1.0(tablespoon)","Diet Lemon-Lime Soda:1.0(can)","","","","","","","","","",0,251,"偷偷告訴你，我不含酒精呦～","慢慢喝，還是會醉"
"851","T`n`T","Tequila:50.0","Tonic Water:100.0","","","","","","","","","","",13.2,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"852","U-Boot","Beer:565.0","Vodka:25.0","","","","","","","","","","",6,590,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"853","Ultra Violet","Tanqueray Gin:25.0","Suave Pomegranate Liqueur:12.5","Lejay Parfait Amour:12.5","Elderflower Cordial:5.0","Lemon Juice:25.0","Gomme Syrup:1.0(dash)","6 muddled Rosemary Leaves","Lemon Twist","","","","",19.6,81,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"854","Un-Goa","Tequila:12.5","White Rum:12.5","Lime Juice:1.0(dash)","","","","","","","","","",37.1,26,"喝到微醺最快樂！","快快喝，快快醉"
"855","Union Square","Gin:50.0","2 1/2 Strawberries","Basil sprigs","Lime Juice:12.5","Lemon Juice:12.5","Agave Nectar:25.0","","","","","","",19.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"856","Valencian Water","Cava:700.0","Gin:50.0","Vodka:50.0","Orange Juice:200.0","pinch Sugar","","","","","","","",12.7,1000,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"857","Valkyrie","Vodka:50.0","Lemon Juice:25.0","Vanilla Sugar Syrup:25.0","","","","","","","","","",19.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"858","Velvet Hammer","Triple Sec:50.0","Coffee Liqueur:50.0","Half and Half:50.0","","","","","","","","","",28.1,150,"喝到微醺最快樂！","慢慢喝，還是會醉"
"859","Very Berry Sangria","Red Wine:1.0(bottle)","Blackberry Liqueur:50.0","Ginger Ale:300.0","Sugar:0.5(cup)","h of Raspberries:0.5(cup)","Blackberries","Blueberries and Strawberries","","","","","",13.3,1137,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"860","Vesper Martini","Gin:60.0","100 Proof Vodka:20.0","Kina Lillet:10.0","","","","","","","","","",28.2,90,"喝到微醺最快樂！","快快喝，快快醉"
"861","Victorias Secret","Crème de Fraises:50.0","Citrus Vodka:25.0","Lemon Juice:25.0","","","","","","","","","",17.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"862","Vienna Soother","Coffee:100.0","Cream:50.0","Chocolate Syrup:5.0","Cinnamon:1.0(teaspoon)","","","","","","","","",0,160,"偷偷告訴你，我不含酒精呦～","慢慢喝，還是會醉"
"863","Vieux Carre Cocktail","Rye Whiskey:25.0","Cognac:25.0","Sweet Vermouth:25.0","Peychauds:1.0(dash)","Bitters","Angostura Bitters:1.0(dash)","Benedictine:12.5","Lemon Twist","","","","",36.2,89,"喝到微醺最快樂！","快快喝，快快醉"
"864","Virgin Miami Vice","Pineapple Juice:25.0","Coconut Cream:25.0","Half and Half:25.0","Strawberry Puree:37.5","Lime Juice:37.5","Simple Syrup:5.0","Strawberry","","","","","",0.8,155,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"865","Vodka McGovern","Vodka:50.0","Soda Water:50.0","Orange Juice:50.0","","","","","","","","","",13.2,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"866","Volcano","Golden Rum:125.0","Dark Rum:25.0","151 Rum:10.0","Absinthe:6.0(dash)","Angostura Bitters:6.0(dash)","Pink Grapefruit Juice:50.0","Orange Juice:50.0","Pineapple Juice:50.0","Lime Juice:50.0","Falernum:25.0","Grenadine Syrup:50.0","Cinnamon",15.9,446,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"867","Voodoo","Tia Maria:12.5","Rum Cream:1.0(dash)","151 Rum:12.5","","","","","","","","","",9.9,26,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"868","Wahine","Light Rum:37.5","Vodka:25.0","Pineapple Juice:37.5","Lemon Juice:25.0","Sugar Syrup:12.5","Mint Sprig","","","","","","",18.1,138,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"869","Waldorf","Rye Whiskey:50.0","Sweet Vermouth:20.0","Absinthe:5.0","Angostura Bitters:2.0(dash)","","","","","","","","",43.2,77,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"870","Ward 8","Bourbon Whisky:45.0","Lemon Juice:15.0","Orange Juice:15.0","Grenadine Syrup:15.0","","","","","","","","",19.8,90,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"871","Washington Apple","Canadian Whiskey:25.0","Sour Apple Schnapps:25.0","Cranberry Juice:25.0","Apple Slice","","","","","","","","",18.1,75,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"872","Watermelon Margarita","Tequila:37.5","Triple Sec:25.0","12 1/2 Lime Juice","Seeded Watermelon:0.5(cup)","Watermelon Wedge","","","","","","","",30.6,81,"喝到微醺最快樂！","快快喝，快快醉"
"873","Watermelon Martini","Gin:50.0","Gomme Syrup:25.0","4 chunks Watermelon","Watermelon wedge","","","","","","","","",26.3,75,"喝到微醺最快樂！","快快喝，快快醉"
"874","Watermelon Wave","Tequila:100.0","Orange Liqueur:75.0","Maraschino Liqueur:75.0","Watermelon Juice:500.0","Pomegranate Juice:50.0","Lemon Juice:50.0","Watermelon wedges.","","","","","",11,850,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"875","Wedding Belle","Gin:20.0","Dubonnet Rouge:20.0","Cherry Brandy:12.5","Orange Juice:12.5","","","","","","","","",25.5,65,"喝到微醺最快樂！","快快喝，快快醉"
"876","Wedding Cake","Gin:20.0","Amaretto:20.0","Orange Juice:5.0","Pineapple Juice:5.0","Cream:5.0","","","","","","","",24.3,55,"喝到微醺最快樂！","快快喝，快快醉"
"877","Whiskey Smash","Bourbon Whiskey:50.0","Simple Syrup:25.0","1/4 Lemon cut into 3 pieces","4 Spearmint Sprigs","","","","","","","","",26.3,75,"喝到微醺最快樂！","快快喝，快快醉"
"878","Whiskey Sour","Bourbon Whisky:45.0","Lemon Juice:30.0","Gomme Syrup:15.0","","","","","","","","","",19.8,90,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"879","Whispers of the Frost","Whiskey:37.5","Port:37.5","Sherry:37.5","Sugar:1.0(teaspoon)","5 Blueberries","2 Strawberries","","","","","","",24.7,117,"喝到微醺最快樂！","快快喝，快快醉"
"880","White Canadian","Vodka:50.0","Coffee Liqueur:20.0","Goats Milk:30.0","","","","","","","","","",27.7,100,"喝到微醺最快樂！","快快喝，快快醉"
"881","White Christmas","Egg Nog:100.0","White Chocolate Liqueur:12.5","Southern Comfort:25.0","Chocolate Flakes","","","","","","","","",7.7,138,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"882","White Christmas Dream","Vodka:25.0","Amaretto:25.0","Heavy Cream:25.0","Nutmeg","","","","","","","","",22.4,75,"喝到微醺最快樂！","快快喝，快快醉"
"883","White Lady","Gin:50.0","Triple Sec:25.0","Lemon Juice:25.0","Lemon Rind","","","","","","","","",29.7,100,"喝到微醺最快樂！","快快喝，快快醉"
"884","White Lightning Sangria","White Wine:1.0(bottle)","Vodka:0.5(cup)","White Grape Juice:0.5(cup)","Sugar:0.5(cup)","Sliced Grapes:0.5(cup)","1 Green Apple Sliced","1/2 Pineapple Sliced","Ginger Ale:2.0(cup)","","","","",9.7,896,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"885","White Russian","Vodka:37.5","Coffee Liqueur:25.0","Cream:15.0","Milk:15.0","Chocolate Powder","Coffee Bean","","","","","","",26.7,92,"喝到微醺最快樂！","快快喝，快快醉"
"886","White Wine Sangria","White Wine:1.0(bottle)","Brandy:50.0","White Sugar:0.6666666666666666(cup)","3 Sliced Oranges","1 Lemon and 1 Lime both Sliced","Ginger Ale:500.0","","","","","","",10.3,1324,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"887","Widows Cork","Jameson Irish Whiskey:50.0","Amaretto:25.0","","","","","","","","","","",35.5,75,"喝到微醺最快樂！","快快喝，快快醉"
"888","Winter Cocktail","Rum:50.0","juice of 1/2 Lime","Sugar:1.0(teaspoon)","Ginger Liqueur:1.0(teaspoon)","Pimento Dram:1.0(teaspoon)","Angostura Bitters:2.0(dash)","","","","","","",34.5,67,"喝到微醺最快樂！","快快喝，快快醉"
"889","Witch Doctor","Dark Rum:50.0","Dr.Pepper:100.0","Lime Wedge","","","","","","","","","",20.5,150,"喝到微醺最快樂！","慢慢喝，還是會醉"
"890","Witch Hunt","Scotch Whisky:50.0","Dry Vermouth:25.0","Strega Liquer:10.0","Lemonade:50.0","","","","","","","","",25,135,"喝到微醺最快樂！","慢慢喝，還是會醉"
"891","Wolf Bite","Absinthe:50.0","Melon Liqueur:50.0","Lemon-Lime Soda:50.0","Pineapple Juice:37.5","Grenadine Syrup:1.0(drizzle)","","","","","","","",25.1,188,"喝到微醺最快樂！","慢慢喝，還是會醉"
"892","WooWoo","Peach Schnapps:37.5","Vodka:37.5","Cranberry Juice:90.0","","","","","","","","","",14.5,165,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"893","Xalapa Punch","Hot Black Tea:2.0(cup)","Honey:1.0(cup)","Amber Rum:1000.0","Apple Brandy:1000.0","Dry Red Wine:1000.0","Oranges","Lemons","","","","","",26.3,3110,"喝到微醺最快樂！","慢慢喝，還是會醉"
"894","Yaka Hula Hickey Dula","Dark Rum:37.5","Dry Vermouth:37.5","Pineapple Juice:37.5","Pineapple Chunk","","","","","","","","",26.4,112,"喝到微醺最快樂！","快快喝，快快醉"
"895","Yale Cocktail","Dry Vermouth:12.5","Gin:12.5","Blue Curacao:1.0(teaspoon)","Bitters:1.0(dash)","","","","","","","","",38.9,31,"喝到微醺最快樂！","快快喝，快快醉"
"896","Yashmak","Whiskey:50.0","Dry Vermouth:20.0","Pernod:12.5","Angostura Bitters:several(dash)","Sugar Syrup to taste","","","","","","","",40,82,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"897","Yellow Fairy","Gin:50.0","Limoncello:25.0","Absinthe:5.0","Aromatic Bitters:1.0(dash)","","","","","","","","",37.5,81,"喝到微醺最快樂！","快快喝，快快醉"
"898","Yellow Submarine","Vodka:37.5","White Rum:12.5","Banana Liqueur:12.5","Banana Slice","","","","","","","","",36.4,62,"喝到微醺最快樂！","快快喝，快快醉"
"899","Yorsch","Beer:250.0","Vodka:25.0","","","","","","","","","","",7.7,275,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"900","Z Street Slammer","Rum:30.0","Banana Liqueur:20.0","Pineapple Juice:20.0","Grenadine Syrup:5.0","","","","","","","","",22.4,75,"喝到微醺最快樂！","快快喝，快快醉"
"901","Z-28","Green Crème de Menthe:10.0","Banana Liqueur:10.0","Tequila:10.0","","","","","","","","","",29,30,"喝到微醺最快樂！","快快喝，快快醉"
"902","Zambeer","Sambuca:37.5","Root Beer:375.0","","","","","","","","","","",13.1,412,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"903","Zambodian","Vodka:10.0","Blackberry Brandy:10.0","Pineapple Juice:10.0","","","","","","","","","",24.2,30,"喝到微醺最快樂！","快快喝，快快醉"
"904","Zanzibar","Dry Vermouth:60.0","Plymouth Gin:30.0","Orange Bitters:several(dash)","Lemon Juice:20.0","Simple Syrup:1.0(teaspoon)","Lemon Peel","","","","","","",31.4,115,"喝到微醺最快樂！","快快喝，快快醉"
"905","Zen Latte","Green Tea Liqueur:15.0","Steamed Milk:60.0","Matcha Powder for garnish","","","","","","","","","",3.9,75,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"906","Zipperhead","Vodka:30.0","Chambord:30.0","Lemon-Lime Soda:30.0","","","","","","","","","",18.6,90,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"907","Zombie","Gold Rum:37.5","White Rum:25.0","Dark Rum:25.0","151 proof Rum:1.0(splash)","Apricot Brandy:12.5","Simple Syrup:12.5","Pineapple Juice:37.5","Lime Juice:25.0","Mint sprig and Orange wedge","","","",21.6,181,"喝到微醺最快樂！","慢慢喝，還是會醉"
"908","Zorbatini","Vodka:37.5","Ouzo:37.5","Greek Olive","","","","","","","","","",39.5,75,"喝到微醺最快樂！","快快喝，快快醉"
